book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
11.0,77203.0,77203.0,3295919.0,283.0,1594480001,9780000000000.0,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,1813044.0,1878095.0,59730.0,34288.0,59980.0,226062.0,628174.0,929591.0,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg
12.0,13335037.0,13335037.0,13155899.0,210.0,62024035,9780000000000.0,Veronica Roth,2011.0,Divergent,"Divergent (Divergent, #1)",eng,4.24,1903563.0,2216814.0,101023.0,36315.0,82870.0,310297.0,673028.0,1114304.0,https://images.gr-assets.com/books/1328559506m/13335037.jpg,https://images.gr-assets.com/books/1328559506s/13335037.jpg
13.0,5470.0,5470.0,153313.0,995.0,451524934,9780000000000.0,"George Orwell, Erich Fromm, Celâl Üster",1949.0,Nineteen Eighty-Four,1984,eng,4.14,1956832.0,2053394.0,45518.0,41845.0,86425.0,324874.0,692021.0,908229.0,https://images.gr-assets.com/books/1348990566m/5470.jpg,https://images.gr-assets.com/books/1348990566s/5470.jpg
14.0,7613.0,7613.0,2207778.0,896.0,452284244,9780000000000.0,George Orwell,1945.0,Animal Farm: A Fairy Story,Animal Farm,eng,3.87,1881700.0,1982987.0,35472.0,66854.0,135147.0,433432.0,698642.0,648912.0,https://images.gr-assets.com/books/1424037542m/7613.jpg,https://images.gr-assets.com/books/1424037542s/7613.jpg
15.0,48855.0,48855.0,3532896.0,710.0,553296981,9780000000000.0,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",1947.0,Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944,The Diary of a Young Girl,eng,4.1,1972666.0,2024493.0,20825.0,45225.0,91270.0,355756.0,656870.0,875372.0,https://images.gr-assets.com/books/1358276407m/48855.jpg,https://images.gr-assets.com/books/1358276407s/48855.jpg
16.0,2429135.0,2429135.0,1708725.0,274.0,307269752,9780000000000.0,"Stieg Larsson, Reg Keeland",2005.0,Män som hatar kvinnor,"The Girl with the Dragon Tattoo (Millennium, #1)",eng,4.11,1808403.0,1929834.0,62543.0,54835.0,86051.0,285413.0,667485.0,836050.0,https://images.gr-assets.com/books/1327868566m/2429135.jpg,https://images.gr-assets.com/books/1327868566s/2429135.jpg
17.0,6148028.0,6148028.0,6171458.0,201.0,439023491,9780000000000.0,Suzanne Collins,2009.0,Catching Fire,"Catching Fire (The Hunger Games, #2)",eng,4.3,1831039.0,1988079.0,88538.0,10492.0,48030.0,262010.0,687238.0,980309.0,https://images.gr-assets.com/books/1358273780m/6148028.jpg,https://images.gr-assets.com/books/1358273780s/6148028.jpg
18.0,5.0,5.0,2402163.0,376.0,043965548X,9780000000000.0,"J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,Harry Potter and the Prisoner of Azkaban,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",eng,4.53,1832823.0,1969375.0,36099.0,6716.0,20413.0,166129.0,509447.0,1266670.0,https://images.gr-assets.com/books/1499277281m/5.jpg,https://images.gr-assets.com/books/1499277281s/5.jpg
19.0,34.0,34.0,3204327.0,566.0,618346252,9780000000000.0,J.R.R. Tolkien,1954.0, The Fellowship of the Ring,"The Fellowship of the Ring (The Lord of the Rings, #1)",eng,4.34,1766803.0,1832541.0,15333.0,38031.0,55862.0,202332.0,493922.0,1042394.0,https://images.gr-assets.com/books/1298411339m/34.jpg,https://images.gr-assets.com/books/1298411339s/34.jpg
20.0,7260188.0,7260188.0,8812783.0,239.0,439023513,9780000000000.0,Suzanne Collins,2010.0,Mockingjay,"Mockingjay (The Hunger Games, #3)",eng,4.03,1719760.0,1870748.0,96274.0,30144.0,110498.0,373060.0,618271.0,738775.0,https://images.gr-assets.com/books/1358275419m/7260188.jpg,https://images.gr-assets.com/books/1358275419s/7260188.jpg
21.0,2.0,2.0,2809203.0,307.0,439358078,9780000000000.0,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,1735368.0,1840548.0,28685.0,9528.0,31577.0,180210.0,494427.0,1124806.0,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg
22.0,12232938.0,12232938.0,1145090.0,183.0,316166685,9780000000000.0,Alice Sebold,2002.0,The Lovely Bones,The Lovely Bones,eng,3.77,1605173.0,1661562.0,36642.0,62777.0,131188.0,404699.0,583575.0,479323.0,https://images.gr-assets.com/books/1457810586m/12232938.jpg,https://images.gr-assets.com/books/1457810586s/12232938.jpg
23.0,15881.0,15881.0,6231171.0,398.0,439064864,9780000000000.0,"J.K. Rowling, Mary GrandPré",1998.0,Harry Potter and the Chamber of Secrets,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",eng,4.37,1779331.0,1906199.0,34172.0,8253.0,42251.0,242345.0,548266.0,1065084.0,https://images.gr-assets.com/books/1474169725m/15881.jpg,https://images.gr-assets.com/books/1474169725s/15881.jpg
24.0,6.0,6.0,3046572.0,332.0,439139600,9780000000000.0,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,1753043.0,1868642.0,31084.0,6676.0,20210.0,151785.0,494926.0,1195045.0,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg
25.0,136251.0,136251.0,2963218.0,263.0,545010225,9780000000000.0,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",eng,4.61,1746574.0,1847395.0,51942.0,9363.0,22245.0,113646.0,383914.0,1318227.0,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg
26.0,968.0,968.0,2982101.0,350.0,307277674,9780000000000.0,Dan Brown,2003.0,The Da Vinci Code,"The Da Vinci Code (Robert Langdon, #2)",eng,3.79,1447148.0,1557292.0,41560.0,71345.0,126493.0,340790.0,539277.0,479387.0,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg
27.0,1.0,1.0,41335427.0,275.0,439785960,9780000000000.0,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",eng,4.54,1678823.0,1785676.0,27520.0,7308.0,21516.0,136333.0,459028.0,1161491.0,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg
28.0,7624.0,7624.0,2766512.0,458.0,140283331,9780000000000.0,William Golding,1954.0,Lord of the Flies ,Lord of the Flies,eng,3.64,1605019.0,1671484.0,26886.0,92779.0,160295.0,425648.0,564916.0,427846.0,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg
29.0,18135.0,18135.0,3349450.0,1937.0,743477111,9780000000000.0,"William Shakespeare, Robert           Jackson",1595.0,An Excellent conceited Tragedie of Romeo and Juliet,Romeo and Juliet,eng,3.73,1628519.0,1672889.0,14778.0,57980.0,153179.0,452673.0,519822.0,489235.0,https://images.gr-assets.com/books/1327872146m/18135.jpg,https://images.gr-assets.com/books/1327872146s/18135.jpg
30.0,8442457.0,19288043.0,13306276.0,196.0,297859382,9780000000000.0,Gillian Flynn,2012.0,Gone Girl,Gone Girl,eng,4.03,512475.0,1626519.0,121614.0,38874.0,80807.0,280331.0,616031.0,610476.0,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg
31.0,4667024.0,4667024.0,4717423.0,183.0,399155341,9780000000000.0,Kathryn Stockett,2009.0,The Help,The Help,eng,4.45,1531753.0,1603545.0,78204.0,10235.0,25117.0,134887.0,490754.0,942552.0,https://images.gr-assets.com/books/1346100365m/4667024.jpg,https://images.gr-assets.com/books/1346100365s/4667024.jpg
32.0,890.0,890.0,40283.0,373.0,142000671,9780000000000.0,John Steinbeck,1937.0,Of Mice and Men ,Of Mice and Men,eng,3.84,1467496.0,1518741.0,24642.0,46630.0,110856.0,355169.0,532291.0,473795.0,https://images.gr-assets.com/books/1437235233m/890.jpg,https://images.gr-assets.com/books/1437235233s/890.jpg
33.0,930.0,929.0,1558965.0,220.0,739326228,9780000000000.0,Arthur Golden,1997.0,Memoirs of a Geisha,Memoirs of a Geisha,eng,4.08,1300209.0,1418172.0,25605.0,23500.0,59033.0,258700.0,517157.0,559782.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
34.0,10818853.0,10818853.0,15732562.0,169.0,1612130291,9780000000000.0,E.L. James,2011.0,Fifty Shades of Grey,"Fifty Shades of Grey (Fifty Shades, #1)",eng,3.67,1338493.0,1436818.0,75437.0,165455.0,152293.0,252185.0,294976.0,571909.0,https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://images.gr-assets.com/books/1385207843s/10818853.jpg
35.0,865.0,865.0,4835472.0,458.0,61122416,9780000000000.0,"Paulo Coelho, Alan R. Clarke",1988.0,O Alquimista,The Alchemist,eng,3.82,1299566.0,1403995.0,55781.0,74846.0,123614.0,289143.0,412180.0,504212.0,https://images.gr-assets.com/books/1483412266m/865.jpg,https://images.gr-assets.com/books/1483412266s/865.jpg
36.0,3636.0,3636.0,2543234.0,192.0,385732554,9780000000000.0,Lois Lowry,1993.0,The Giver,"The Giver (The Giver, #1)",eng,4.12,1296825.0,1345445.0,54084.0,26497.0,59652.0,225326.0,448691.0,585279.0,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg
37.0,100915.0,100915.0,4790821.0,474.0,60764899,9780000000000.0,C.S. Lewis,1950.0,"The Lion, the Witch and the Wardrobe","The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",eng,4.19,1531800.0,1584884.0,15186.0,19309.0,55542.0,262038.0,513366.0,734629.0,https://images.gr-assets.com/books/1353029077m/100915.jpg,https://images.gr-assets.com/books/1353029077s/100915.jpg
38.0,14050.0,18619684.0,2153746.0,167.0,965818675,9780000000000.0,Audrey Niffenegger,2003.0,The Time Traveler's Wife,The Time Traveler's Wife,eng,3.95,746287.0,1308667.0,43382.0,44339.0,85429.0,257805.0,427210.0,493884.0,https://images.gr-assets.com/books/1437728815m/14050.jpg,https://images.gr-assets.com/books/1437728815s/14050.jpg
39.0,13496.0,13496.0,1466917.0,101.0,553588486,9780000000000.0,George R.R. Martin,1996.0,A Game of Thrones,"A Game of Thrones (A Song of Ice and Fire, #1)",eng,4.45,1319204.0,1442220.0,46205.0,19988.0,28983.0,114092.0,404583.0,874574.0,https://images.gr-assets.com/books/1436732693m/13496.jpg,https://images.gr-assets.com/books/1436732693s/13496.jpg
40.0,19501.0,19501.0,3352398.0,185.0,143038419,9780000000000.0,Elizabeth Gilbert,2006.0,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia","Eat, Pray, Love",eng,3.51,1181647.0,1206597.0,49714.0,100373.0,149549.0,310212.0,332191.0,314272.0,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg
41.0,28187.0,28187.0,3346751.0,159.0,786838655,9780000000000.0,Rick Riordan,2005.0,The Lightning Thief,"The Lightning Thief (Percy Jackson and the Olympians, #1)",eng,4.23,1366265.0,1411114.0,46006.0,18303.0,48294.0,219638.0,435514.0,689365.0,https://images.gr-assets.com/books/1400602609m/28187.jpg,https://images.gr-assets.com/books/1400602609s/28187.jpg
42.0,1934.0,1934.0,3244642.0,1707.0,451529308,9780000000000.0,Louisa May Alcott,1868.0,Little Women,"Little Women (Little Women, #1)",en-US,4.04,1257121.0,1314293.0,17090.0,31645.0,70011.0,250794.0,426280.0,535563.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43.0,10210.0,10210.0,2977639.0,2568.0,142437204,9780000000000.0,"Charlotte Brontë, Michael Mason",1847.0,Jane Eyre,Jane Eyre,eng,4.1,1198557.0,1286135.0,31212.0,35132.0,64274.0,212294.0,400214.0,574221.0,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://images.gr-assets.com/books/1327867269s/10210.jpg
44.0,15931.0,15931.0,1498135.0,190.0,553816713,9780000000000.0,Nicholas Sparks,1996.0,The Notebook,"The Notebook (The Notebook, #1)",eng,4.06,1053403.0,1076749.0,17279.0,41395.0,63432.0,176469.0,298259.0,497194.0,https://images.gr-assets.com/books/1385738917m/15931.jpg,https://images.gr-assets.com/books/1385738917s/15931.jpg
45.0,4214.0,4214.0,1392700.0,264.0,770430074,9780000000000.0,Yann Martel,2001.0,Life of Pi,Life of Pi,,3.88,1003228.0,1077431.0,42962.0,39768.0,74331.0,218702.0,384164.0,360466.0,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://images.gr-assets.com/books/1320562005s/4214.jpg
46.0,43641.0,43641.0,3441236.0,128.0,1565125606,9780000000000.0,Sara Gruen,2006.0,Water for Elephants,Water for Elephants,eng,4.07,1068146.0,1108839.0,55732.0,16705.0,49832.0,200154.0,417328.0,424820.0,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://images.gr-assets.com/books/1494428973s/43641.jpg
47.0,19063.0,19063.0,878368.0,251.0,375831002,9780000000000.0,Markus Zusak,2005.0,The Book Thief,The Book Thief,eng,4.36,1159741.0,1287798.0,93611.0,17892.0,35360.0,135272.0,377218.0,722056.0,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://images.gr-assets.com/books/1390053681s/19063.jpg
48.0,4381.0,4381.0,1272463.0,507.0,307347974,9780000000000.0,Ray Bradbury,1953.0,Fahrenheit 451,Fahrenheit 451,spa,3.97,570498.0,1176240.0,30694.0,28366.0,64289.0,238242.0,426292.0,419051.0,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://images.gr-assets.com/books/1351643740s/4381.jpg
49.0,49041.0,49041.0,3203964.0,194.0,316160199,9780000000000.0,Stephenie Meyer,2006.0,"New Moon (Twilight, #2)","New Moon (Twilight, #2)",eng,3.52,1149630.0,1199000.0,44020.0,102837.0,160660.0,294207.0,290612.0,350684.0,https://images.gr-assets.com/books/1361039440m/49041.jpg,https://images.gr-assets.com/books/1361039440s/49041.jpg
50.0,30119.0,30119.0,30518.0,45.0,60513039,9780000000000.0,Shel Silverstein,1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Where the Sidewalk Ends,eng,4.29,1016888.0,1023781.0,9234.0,16590.0,30792.0,139024.0,293222.0,544153.0,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg
51.0,256683.0,256683.0,2267189.0,178.0,1416914285,9780000000000.0,Cassandra Clare,2007.0,City of Bones,"City of Bones (The Mortal Instruments, #1)",eng,4.12,1154031.0,1241799.0,51589.0,34122.0,65349.0,203466.0,356048.0,582814.0,https://images.gr-assets.com/books/1432730315m/256683.jpg,https://images.gr-assets.com/books/1432730315s/256683.jpg
52.0,428263.0,428263.0,2675454.0,185.0,316160202,9780000000000.0,Stephenie Meyer,2007.0,Eclipse,"Eclipse (Twilight, #3)",en-US,3.69,1134511.0,1176642.0,35216.0,83094.0,124293.0,260763.0,309358.0,399134.0,https://images.gr-assets.com/books/1361038355m/428263.jpg,https://images.gr-assets.com/books/1361038355s/428263.jpg
53.0,113436.0,113436.0,3178011.0,217.0,375826696,9780000000000.0,Christopher Paolini,2002.0,Eragon,"Eragon (The Inheritance Cycle, #1)",en-US,3.86,1104021.0,1125231.0,18280.0,50563.0,88536.0,240157.0,337943.0,408032.0,https://images.gr-assets.com/books/1366212852m/113436.jpg,https://images.gr-assets.com/books/1366212852s/113436.jpg
54.0,11.0,386162.0,3078186.0,257.0,345391802,9780000000000.0,Douglas Adams,1979.0,The Hitchhiker's Guide to the Galaxy,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",en-US,4.2,936782.0,1006479.0,20345.0,21764.0,41962.0,145173.0,299579.0,498001.0,https://images.gr-assets.com/books/1327656754m/11.jpg,https://images.gr-assets.com/books/1327656754s/11.jpg
55.0,5129.0,5129.0,3204877.0,515.0,60929871,9780000000000.0,Aldous Huxley,1932.0,Brave New World,Brave New World,eng,3.97,1022601.0,1079135.0,20095.0,26367.0,60328.0,219895.0,389379.0,383166.0,https://images.gr-assets.com/books/1487389574m/5129.jpg,https://images.gr-assets.com/books/1487389574s/5129.jpg
56.0,1162543.0,1162543.0,2960529.0,183.0,031606792X,9780000000000.0,Stephenie Meyer,2008.0,Breaking Dawn,"Breaking Dawn (Twilight, #4)",en-US,3.7,1070245.0,1107709.0,44550.0,100994.0,114893.0,213402.0,267706.0,410714.0,https://images.gr-assets.com/books/1361039438m/1162543.jpg,https://images.gr-assets.com/books/1361039438s/1162543.jpg
57.0,37435.0,37435.0,3275013.0,125.0,142001740,9780000000000.0,Sue Monk Kidd,2001.0,The Secret Life of Bees,The Secret Life of Bees,en-US,4.01,916189.0,937393.0,26522.0,17500.0,45455.0,185631.0,347540.0,341267.0,https://images.gr-assets.com/books/1473454532m/37435.jpg,https://images.gr-assets.com/books/1473454532s/37435.jpg
58.0,2956.0,2956.0,1835605.0,2277.0,142437174,9780000000000.0,"Mark Twain, John Seelye, Guy Cardwell",1884.0,The Adventures of Huckleberry Finn,The Adventures of Huckleberry Finn,eng,3.8,953758.0,1001491.0,12448.0,28467.0,76630.0,255722.0,344356.0,296316.0,https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg
59.0,24178.0,24178.0,987048.0,180.0,64410935,9780000000000.0,"E.B. White, Garth Williams, Rosemary Wells",1952.0,Charlotte's Web,Charlotte's Web,eng,4.15,1064521.0,1084842.0,13044.0,18450.0,41124.0,191415.0,346090.0,487763.0,https://images.gr-assets.com/books/1439632243m/24178.jpg,https://images.gr-assets.com/books/1439632243s/24178.jpg
60.0,1618.0,1618.0,4259809.0,183.0,1400032717,9780000000000.0,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,The Curious Incident of the Dog in the Night-Time,eng,3.85,867553.0,915790.0,35796.0,21049.0,58117.0,218218.0,355925.0,262481.0,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg
61.0,22557272.0,22557272.0,41107568.0,14.0,1594633665,9780000000000.0,Paula Hawkins,2015.0,The Girl on the Train,The Girl on the Train,eng,3.88,1008778.0,1226485.0,93600.0,27773.0,73897.0,273817.0,488447.0,362551.0,https://images.gr-assets.com/books/1490903702m/22557272.jpg,https://images.gr-assets.com/books/1490903702s/22557272.jpg
62.0,119322.0,119322.0,1536771.0,287.0,679879242,9780000000000.0,Philip Pullman,1995.0,Northern Lights,"The Golden Compass (His Dark Materials, #1)",eng,3.94,953970.0,994914.0,14915.0,38382.0,64591.0,198764.0,313147.0,380030.0,https://images.gr-assets.com/books/1451271747m/119322.jpg,https://images.gr-assets.com/books/1451271747s/119322.jpg
63.0,6185.0,6185.0,1565818.0,2498.0,393978893,9780000000000.0,"Emily Brontë, Richard J. Dunn",1847.0,Wuthering Heights,Wuthering Heights,eng,3.82,899195.0,1001135.0,26157.0,46469.0,84084.0,215320.0,309180.0,346082.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
64.0,10917.0,10917.0,1639903.0,125.0,743454537,9780000000000.0,Jodi Picoult,2004.0,My Sister's Keeper,My Sister's Keeper,eng,4.06,863879.0,887880.0,30719.0,17547.0,42763.0,162573.0,314003.0,350994.0,https://images.gr-assets.com/books/1369504683m/10917.jpg,https://images.gr-assets.com/books/1369504683s/10917.jpg
65.0,4981.0,4981.0,1683562.0,241.0,385333846,9780000000000.0,Kurt Vonnegut Jr.,1969.0,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",Slaughterhouse-Five,eng,4.06,846488.0,891762.0,19646.0,24964.0,45518.0,152442.0,300948.0,367890.0,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg
66.0,18405.0,18405.0,3358283.0,409.0,446675539,9780000000000.0,Margaret Mitchell,1936.0,Gone with the Wind,Gone with the Wind,eng,4.28,873981.0,897303.0,16050.0,19996.0,33136.0,116160.0,234290.0,493721.0,https://images.gr-assets.com/books/1328025229m/18405.jpg,https://images.gr-assets.com/books/1328025229s/18405.jpg
67.0,128029.0,128029.0,3271379.0,197.0,1594489505,9780000000000.0,Khaled Hosseini,2007.0,A Thousand Splendid Suns,A Thousand Splendid Suns,eng,4.34,818742.0,866065.0,43645.0,6509.0,18015.0,99030.0,295817.0,446694.0,https://images.gr-assets.com/books/1345958969m/128029.jpg,https://images.gr-assets.com/books/1345958969s/128029.jpg
68.0,22628.0,22628.0,2236198.0,128.0,671027344,9780000000000.0,Stephen Chbosky,1999.0,The Perks of Being a Wallflower,The Perks of Being a Wallflower,eng,4.21,888806.0,954905.0,47116.0,14286.0,38658.0,143440.0,297501.0,461020.0,https://images.gr-assets.com/books/1167352178m/22628.jpg,https://images.gr-assets.com/books/1167352178s/22628.jpg
69.0,11735983.0,11735983.0,15524542.0,164.0,7442912,9780000000000.0,Veronica Roth,2012.0,Insurgent,"Insurgent (Divergent, #2)",eng,4.07,836362.0,947338.0,55873.0,10641.0,44620.0,182131.0,339977.0,369969.0,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg
70.0,375802.0,375802.0,2422333.0,224.0,812550706,9780000000000.0,Orson Scott Card,1985.0,Ender's Game,"Ender's Game (Ender's Saga, #1)",eng,4.3,813439.0,873417.0,38054.0,15330.0,27612.0,103439.0,264207.0,462829.0,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg
71.0,18490.0,18490.0,4836639.0,2618.0,141439475,9780000000000.0,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818.0,"Frankenstein; or, The Modern Prometheus",Frankenstein,eng,3.75,808589.0,883563.0,19993.0,29366.0,74142.0,231022.0,300495.0,248538.0,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg
72.0,11588.0,11588.0,849585.0,289.0,450040186,9780000000000.0,Stephen King,1977.0,The Shining,The Shining (The Shining #1),eng,4.17,791850.0,830881.0,14936.0,18487.0,28981.0,123862.0,277393.0,382158.0,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg
73.0,1656001.0,1656001.0,3328799.0,161.0,316068047,9780000000000.0,Stephenie Meyer,2008.0,The Host,"The Host (The Host, #1)",en-US,3.84,749780.0,777560.0,39778.0,44215.0,62501.0,154906.0,227180.0,288758.0,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg
74.0,99561.0,99561.0,919292.0,187.0,142402516,9780000000000.0,John Green,2005.0,Looking for Alaska,Looking for Alaska,eng,4.09,783470.0,831285.0,47128.0,16940.0,44232.0,147324.0,262932.0,359857.0,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg
